datetime,open,high,low,close,volume
2025-12-24 12:25:00+05:30,26192.75,26205.150390625,26190.94921875,26202.0,0.0
2025-12-24 12:30:00+05:30,26201.900390625,26208.099609375,26198.400390625,26205.349609375,0.0
2025-12-24 12:35:00+05:30,26204.650390625,26209.099609375,26194.80078125,26195.75,0.0
2025-12-24 12:40:00+05:30,26196.30078125,26197.75,26187.849609375,26193.099609375,0.0
2025-12-24 12:45:00+05:30,26192.349609375,26198.150390625,26190.400390625,26192.75,0.0
2025-12-24 12:50:00+05:30,26192.25,26193.44921875,26186.30078125,26190.900390625,0.0
2025-12-24 12:55:00+05:30,26190.19921875,26196.650390625,26186.94921875,26193.099609375,0.0
2025-12-24 13:00:00+05:30,26193.599609375,26194.25,26182.19921875,26188.599609375,0.0
2025-12-24 13:05:00+05:30,26189.0,26189.80078125,26175.650390625,26180.19921875,0.0
2025-12-24 13:10:00+05:30,26179.0,26183.900390625,26173.19921875,26181.05078125,0.0
2025-12-24 13:15:00+05:30,26181.0,26181.5,26173.55078125,26176.69921875,0.0
2025-12-24 13:20:00+05:30,26175.849609375,26181.19921875,26167.80078125,26170.19921875,0.0
2025-12-24 13:25:00+05:30,26169.94921875,26176.349609375,26164.75,26170.400390625,0.0
2025-12-24 13:30:00+05:30,26169.599609375,26171.349609375,26151.099609375,26159.55078125,0.0
2025-12-24 13:35:00+05:30,26159.599609375,26163.30078125,26154.0,26160.5,0.0
2025-12-24 13:40:00+05:30,26159.5,26163.55078125,26152.19921875,26160.099609375,0.0
2025-12-24 13:45:00+05:30,26159.099609375,26162.099609375,26154.150390625,26160.599609375,0.0
2025-12-24 13:50:00+05:30,26160.55078125,26168.0,26157.69921875,26166.44921875,0.0
2025-12-24 13:55:00+05:30,26165.900390625,26168.650390625,26147.0,26152.349609375,0.0
2025-12-24 14:00:00+05:30,26151.69921875,26153.69921875,26139.599609375,26152.75,0.0
2025-12-24 14:05:00+05:30,26151.900390625,26164.0,26146.0,26163.94921875,0.0
2025-12-24 14:10:00+05:30,26164.55078125,26168.400390625,26154.44921875,26158.5,0.0
2025-12-24 14:15:00+05:30,26160.599609375,26162.5,26153.25,26154.94921875,0.0
2025-12-24 14:20:00+05:30,26155.650390625,26156.80078125,26139.5,26145.80078125,0.0
2025-12-24 14:25:00+05:30,26144.80078125,26146.349609375,26124.900390625,26138.349609375,0.0
2025-12-24 14:30:00+05:30,26139.05078125,26152.349609375,26134.0,26136.55078125,0.0
2025-12-24 14:35:00+05:30,26136.150390625,26141.05078125,26124.19921875,26141.05078125,0.0
2025-12-24 14:40:00+05:30,26141.05078125,26142.150390625,26129.900390625,26139.69921875,0.0
2025-12-24 14:45:00+05:30,26140.30078125,26149.849609375,26139.349609375,26140.400390625,0.0
2025-12-24 14:50:00+05:30,26140.80078125,26141.599609375,26124.44921875,26139.150390625,0.0
2025-12-24 14:55:00+05:30,26139.55078125,26150.19921875,26139.55078125,26148.099609375,0.0
2025-12-24 15:00:00+05:30,26148.19921875,26156.599609375,26129.05078125,26152.5,0.0
2025-12-24 15:05:00+05:30,26154.05078125,26166.55078125,26139.900390625,26139.900390625,0.0
2025-12-24 15:10:00+05:30,26141.349609375,26158.75,26131.599609375,26154.80078125,0.0
2025-12-24 15:15:00+05:30,26155.900390625,26157.650390625,26136.5,26139.650390625,0.0
2025-12-24 15:20:00+05:30,26140.349609375,26145.44921875,26133.5,26137.19921875,0.0
2025-12-24 15:25:00+05:30,26140.55078125,26142.150390625,26129.900390625,26141.650390625,0.0
2025-12-26 09:15:00+05:30,26120.75,26139.650390625,26096.55078125,26131.05078125,0.0
2025-12-26 09:20:00+05:30,26128.80078125,26134.0,26120.44921875,26131.900390625,0.0
2025-12-26 09:25:00+05:30,26134.349609375,26139.849609375,26125.400390625,26132.849609375,0.0
2025-12-26 09:30:00+05:30,26131.849609375,26137.19921875,26105.44921875,26109.349609375,0.0
2025-12-26 09:35:00+05:30,26110.19921875,26112.349609375,26092.44921875,26094.69921875,0.0
2025-12-26 09:40:00+05:30,26093.19921875,26098.400390625,26081.849609375,26086.5,0.0
2025-12-26 09:45:00+05:30,26086.849609375,26092.150390625,26082.55078125,26091.849609375,0.0
2025-12-26 09:50:00+05:30,26090.30078125,26095.099609375,26071.69921875,26080.0,0.0
2025-12-26 09:55:00+05:30,26079.349609375,26095.150390625,26079.099609375,26090.599609375,0.0
2025-12-26 10:00:00+05:30,26090.150390625,26094.849609375,26080.80078125,26094.849609375,0.0
2025-12-26 10:05:00+05:30,26092.69921875,26102.099609375,26090.80078125,26090.900390625,0.0
2025-12-26 10:10:00+05:30,26090.849609375,26094.55078125,26085.650390625,26091.44921875,0.0
2025-12-26 10:15:00+05:30,26090.349609375,26092.55078125,26084.400390625,26089.400390625,0.0
2025-12-26 10:20:00+05:30,26088.650390625,26090.94921875,26078.44921875,26081.55078125,0.0
2025-12-26 10:25:00+05:30,26080.150390625,26093.599609375,26078.94921875,26091.75,0.0
2025-12-26 10:30:00+05:30,26091.69921875,26096.25,26087.94921875,26090.80078125,0.0
2025-12-26 10:35:00+05:30,26089.900390625,26093.44921875,26083.05078125,26093.44921875,0.0
2025-12-26 10:40:00+05:30,26092.150390625,26097.599609375,26089.80078125,26093.099609375,0.0
2025-12-26 10:45:00+05:30,26093.349609375,26094.099609375,26085.650390625,26089.599609375,0.0
2025-12-26 10:50:00+05:30,26088.25,26094.099609375,26084.900390625,26090.75,0.0
2025-12-26 10:55:00+05:30,26089.75,26095.05078125,26081.5,26089.400390625,0.0
2025-12-26 11:00:00+05:30,26089.599609375,26094.55078125,26085.650390625,26087.75,0.0
2025-12-26 11:05:00+05:30,26087.80078125,26089.44921875,26075.650390625,26078.44921875,0.0
2025-12-26 11:10:00+05:30,26078.150390625,26081.0,26067.650390625,26072.80078125,0.0
2025-12-26 11:15:00+05:30,26072.30078125,26074.44921875,26063.75,26064.5,0.0
2025-12-26 11:20:00+05:30,26064.599609375,26068.44921875,26058.55078125,26063.19921875,0.0
2025-12-26 11:25:00+05:30,26062.94921875,26071.80078125,26062.44921875,26067.150390625,0.0
2025-12-26 11:30:00+05:30,26064.849609375,26067.75,26053.900390625,26057.900390625,0.0
2025-12-26 11:35:00+05:30,26057.80078125,26059.650390625,26051.849609375,26054.69921875,0.0
2025-12-26 11:40:00+05:30,26053.400390625,26058.55078125,26050.19921875,26053.150390625,0.0
2025-12-26 11:45:00+05:30,26052.599609375,26055.30078125,26048.69921875,26051.5,0.0
2025-12-26 11:50:00+05:30,26050.349609375,26056.75,26049.599609375,26054.25,0.0
2025-12-26 11:55:00+05:30,26053.69921875,26063.349609375,26053.05078125,26056.5,0.0
2025-12-26 12:00:00+05:30,26056.650390625,26060.69921875,26052.599609375,26054.44921875,0.0
2025-12-26 12:05:00+05:30,26052.0,26059.400390625,26050.099609375,26056.80078125,0.0
2025-12-26 12:10:00+05:30,26055.30078125,26064.650390625,26053.150390625,26062.25,0.0
2025-12-26 12:15:00+05:30,26062.0,26067.099609375,26058.80078125,26065.849609375,0.0
2025-12-26 12:20:00+05:30,26065.55078125,26066.599609375,26050.650390625,26058.19921875,0.0
2025-12-26 12:25:00+05:30,26057.94921875,26065.25,26056.5,26059.5,0.0
2025-12-26 12:30:00+05:30,26059.19921875,26060.80078125,26041.75,26045.900390625,0.0
2025-12-26 12:35:00+05:30,26045.900390625,26046.599609375,26035.150390625,26040.900390625,0.0
2025-12-26 12:40:00+05:30,26039.80078125,26042.900390625,26034.400390625,26039.75,0.0
2025-12-26 12:45:00+05:30,26038.30078125,26042.80078125,26036.400390625,26039.19921875,0.0
2025-12-26 12:50:00+05:30,26038.19921875,26043.25,26034.900390625,26040.44921875,0.0
2025-12-26 12:55:00+05:30,26039.25,26041.849609375,26035.75,26038.25,0.0
2025-12-26 13:00:00+05:30,26038.05078125,26040.599609375,26032.19921875,26036.099609375,0.0
2025-12-26 13:05:00+05:30,26034.30078125,26037.900390625,26031.0,26035.099609375,0.0
2025-12-26 13:10:00+05:30,26035.25,26044.099609375,26032.80078125,26042.150390625,0.0
2025-12-26 13:15:00+05:30,26041.75,26052.30078125,26041.75,26048.650390625,0.0
2025-12-26 13:20:00+05:30,26047.0,26052.25,26045.05078125,26046.05078125,0.0
2025-12-26 13:25:00+05:30,26045.75,26053.099609375,26045.5,26049.44921875,0.0
2025-12-26 13:30:00+05:30,26048.849609375,26053.30078125,26046.150390625,26046.599609375,0.0
2025-12-26 13:35:00+05:30,26046.150390625,26050.05078125,26043.599609375,26047.69921875,0.0
2025-12-26 13:40:00+05:30,26047.44921875,26050.900390625,26042.599609375,26048.69921875,0.0
2025-12-26 13:45:00+05:30,26048.150390625,26054.349609375,26045.69921875,26048.900390625,0.0
2025-12-26 13:50:00+05:30,26048.5,26052.5,26041.400390625,26044.5,0.0
2025-12-26 13:55:00+05:30,26042.900390625,26052.599609375,26042.150390625,26049.19921875,0.0
2025-12-26 14:00:00+05:30,26047.650390625,26053.650390625,26045.400390625,26050.0,0.0
2025-12-26 14:05:00+05:30,26048.94921875,26051.849609375,26038.44921875,26040.75,0.0
2025-12-26 14:10:00+05:30,26040.69921875,26047.05078125,26032.400390625,26044.150390625,0.0
2025-12-26 14:15:00+05:30,26042.5,26046.0,26026.44921875,26027.0,0.0
2025-12-26 14:20:00+05:30,26027.900390625,26029.099609375,26019.349609375,26022.5,0.0
2025-12-26 14:25:00+05:30,26022.650390625,26029.55078125,26017.150390625,26026.0,0.0
2025-12-26 14:30:00+05:30,26025.849609375,26028.05078125,26014.25,26017.900390625,0.0
2025-12-26 14:35:00+05:30,26018.05078125,26024.099609375,26013.55078125,26019.25,0.0
2025-12-26 14:40:00+05:30,26019.099609375,26025.650390625,26014.400390625,26017.349609375,0.0
2025-12-26 14:45:00+05:30,26017.150390625,26024.650390625,26011.5,26012.75,0.0
2025-12-26 14:50:00+05:30,26012.099609375,26025.30078125,26008.75,26018.849609375,0.0
2025-12-26 14:55:00+05:30,26018.30078125,26039.80078125,26018.30078125,26038.94921875,0.0
2025-12-26 15:00:00+05:30,26039.30078125,26044.80078125,26035.30078125,26039.150390625,0.0
2025-12-26 15:05:00+05:30,26038.150390625,26047.650390625,26036.599609375,26046.0,0.0
2025-12-26 15:10:00+05:30,26046.30078125,26051.349609375,26041.599609375,26048.30078125,0.0
2025-12-26 15:15:00+05:30,26048.25,26048.25,26031.05078125,26039.400390625,0.0
2025-12-26 15:20:00+05:30,26040.75,26047.650390625,26037.5,26043.400390625,0.0
2025-12-26 15:25:00+05:30,26042.650390625,26052.44921875,26038.94921875,26047.650390625,0.0
2025-12-29 09:15:00+05:30,26065.75,26102.75,26047.25,26050.5,0.0
2025-12-29 09:20:00+05:30,26050.849609375,26064.30078125,26044.900390625,26059.69921875,0.0
2025-12-29 09:25:00+05:30,26057.900390625,26063.25,26051.75,26052.94921875,0.0
2025-12-29 09:30:00+05:30,26054.05078125,26076.69921875,26050.25,26074.400390625,0.0
2025-12-29 09:35:00+05:30,26075.19921875,26079.19921875,26067.80078125,26075.30078125,0.0
2025-12-29 09:40:00+05:30,26076.900390625,26082.30078125,26069.19921875,26080.400390625,0.0
2025-12-29 09:45:00+05:30,26079.75,26087.150390625,26076.44921875,26077.05078125,0.0
2025-12-29 09:50:00+05:30,26077.650390625,26079.44921875,26062.80078125,26064.19921875,0.0
2025-12-29 09:55:00+05:30,26064.19921875,26064.19921875,26036.099609375,26037.25,0.0
2025-12-29 10:00:00+05:30,26036.650390625,26042.69921875,26028.30078125,26031.5,0.0
2025-12-29 10:05:00+05:30,26030.150390625,26034.75,26027.05078125,26034.75,0.0
2025-12-29 10:10:00+05:30,26035.55078125,26039.0,26030.80078125,26034.55078125,0.0
2025-12-29 10:15:00+05:30,26035.599609375,26035.599609375,26022.94921875,26024.400390625,0.0
2025-12-29 10:20:00+05:30,26024.599609375,26037.599609375,26018.150390625,26037.599609375,0.0
2025-12-29 10:25:00+05:30,26036.94921875,26037.75,26025.69921875,26028.05078125,0.0
2025-12-29 10:30:00+05:30,26028.5,26028.5,26013.75,26019.400390625,0.0
2025-12-29 10:35:00+05:30,26019.849609375,26022.05078125,26016.400390625,26018.349609375,0.0
2025-12-29 10:40:00+05:30,26018.75,26019.599609375,26000.80078125,26003.400390625,0.0
2025-12-29 10:45:00+05:30,26003.650390625,26006.400390625,25997.80078125,26002.69921875,0.0
2025-12-29 10:50:00+05:30,26002.75,26011.80078125,25998.099609375,26007.150390625,0.0
2025-12-29 10:55:00+05:30,26008.349609375,26010.349609375,26003.400390625,26005.0,0.0
2025-12-29 11:00:00+05:30,26004.349609375,26007.150390625,25986.80078125,25989.900390625,0.0
2025-12-29 11:05:00+05:30,25990.650390625,25991.44921875,25979.0,25984.650390625,0.0
2025-12-29 11:10:00+05:30,25986.05078125,25987.30078125,25979.75,25983.69921875,0.0
2025-12-29 11:15:00+05:30,25983.900390625,25984.25,25973.44921875,25974.94921875,0.0
2025-12-29 11:20:00+05:30,25976.25,25976.25,25965.25,25969.75,0.0
2025-12-29 11:25:00+05:30,25970.849609375,25978.05078125,25965.75,25974.94921875,0.0
2025-12-29 11:30:00+05:30,25975.849609375,25978.099609375,25969.44921875,25974.55078125,0.0
2025-12-29 11:35:00+05:30,25976.44921875,25976.849609375,25969.849609375,25973.0,0.0
2025-12-29 11:40:00+05:30,25973.05078125,25977.400390625,25969.75,25976.0,0.0
2025-12-29 11:45:00+05:30,25976.5,25990.0,25973.150390625,25987.75,0.0
2025-12-29 11:50:00+05:30,25988.150390625,25990.099609375,25979.44921875,25982.150390625,0.0
2025-12-29 11:55:00+05:30,25982.099609375,25984.900390625,25976.05078125,25977.650390625,0.0
2025-12-29 12:00:00+05:30,25979.25,25982.650390625,25969.150390625,25971.900390625,0.0
2025-12-29 12:05:00+05:30,25973.150390625,25981.75,25969.05078125,25979.849609375,0.0
2025-12-29 12:10:00+05:30,25980.05078125,25988.099609375,25976.599609375,25979.900390625,0.0
2025-12-29 12:15:00+05:30,25979.900390625,25982.05078125,25975.05078125,25977.599609375,0.0
2025-12-29 12:20:00+05:30,25978.05078125,25978.05078125,25961.80078125,25964.599609375,0.0
2025-12-29 12:25:00+05:30,25965.0,25972.849609375,25960.849609375,25971.150390625,0.0
2025-12-29 12:30:00+05:30,25972.30078125,25973.849609375,25958.44921875,25959.25,0.0
2025-12-29 12:35:00+05:30,25959.75,25966.44921875,25957.80078125,25961.75,0.0
2025-12-29 12:40:00+05:30,25963.30078125,25963.30078125,25956.19921875,25959.69921875,0.0
2025-12-29 12:45:00+05:30,25960.55078125,25963.80078125,25955.25,25958.099609375,0.0
2025-12-29 12:50:00+05:30,25959.44921875,25961.05078125,25952.80078125,25958.5,0.0
2025-12-29 12:55:00+05:30,25959.599609375,25964.55078125,25955.19921875,25961.44921875,0.0
2025-12-29 13:00:00+05:30,25961.94921875,25970.25,25958.599609375,25968.75,0.0
2025-12-29 13:05:00+05:30,25969.19921875,25971.849609375,25965.599609375,25968.0,0.0
2025-12-29 13:10:00+05:30,25968.150390625,25972.0,25952.349609375,25954.349609375,0.0
2025-12-29 13:15:00+05:30,25954.69921875,25956.900390625,25939.099609375,25948.55078125,0.0
2025-12-29 13:20:00+05:30,25948.400390625,25949.900390625,25941.69921875,25944.19921875,0.0
2025-12-29 13:25:00+05:30,25944.849609375,25951.19921875,25942.75,25948.099609375,0.0
2025-12-29 13:30:00+05:30,25948.69921875,25950.599609375,25944.0,25945.900390625,0.0
2025-12-29 13:35:00+05:30,25946.650390625,25947.599609375,25931.19921875,25932.0,0.0
2025-12-29 13:40:00+05:30,25932.05078125,25943.0,25931.099609375,25940.400390625,0.0
2025-12-29 13:45:00+05:30,25940.849609375,25951.19921875,25937.150390625,25949.30078125,0.0
2025-12-29 13:50:00+05:30,25950.75,25958.30078125,25946.849609375,25955.099609375,0.0
2025-12-29 13:55:00+05:30,25956.25,25956.5,25944.80078125,25950.44921875,0.0
2025-12-29 14:00:00+05:30,25950.75,25957.05078125,25946.650390625,25951.900390625,0.0
2025-12-29 14:05:00+05:30,25951.900390625,25959.599609375,25949.099609375,25958.349609375,0.0
2025-12-29 14:10:00+05:30,25958.099609375,25961.05078125,25943.0,25943.349609375,0.0
2025-12-29 14:15:00+05:30,25942.94921875,25946.69921875,25924.94921875,25927.30078125,0.0
2025-12-29 14:20:00+05:30,25928.30078125,25956.849609375,25927.05078125,25956.80078125,0.0
2025-12-29 14:25:00+05:30,25956.94921875,25972.44921875,25953.099609375,25954.849609375,0.0
2025-12-29 14:30:00+05:30,25955.099609375,25958.0,25948.25,25956.05078125,0.0
2025-12-29 14:35:00+05:30,25956.900390625,25957.05078125,25943.900390625,25948.0,0.0
2025-12-29 14:40:00+05:30,25947.94921875,25949.75,25933.25,25936.099609375,0.0
2025-12-29 14:45:00+05:30,25936.900390625,25942.30078125,25929.099609375,25941.05078125,0.0
2025-12-29 14:50:00+05:30,25941.25,25943.30078125,25931.349609375,25931.349609375,0.0
2025-12-29 14:55:00+05:30,25930.44921875,25942.400390625,25922.25,25934.19921875,0.0
2025-12-29 15:00:00+05:30,25933.44921875,25948.5,25923.650390625,25937.599609375,0.0
2025-12-29 15:05:00+05:30,25937.849609375,25951.05078125,25935.55078125,25943.5,0.0
2025-12-29 15:10:00+05:30,25942.05078125,25949.80078125,25941.69921875,25944.05078125,0.0
2025-12-29 15:15:00+05:30,25943.349609375,25944.55078125,25936.0,25941.150390625,0.0
2025-12-29 15:20:00+05:30,25938.75,25953.0,25938.30078125,25950.900390625,0.0
2025-12-29 15:25:00+05:30,25950.599609375,25953.349609375,25942.849609375,25949.80078125,0.0
2025-12-30 09:15:00+05:30,25951.0,25951.0,25894.599609375,25908.05078125,0.0
2025-12-30 09:20:00+05:30,25908.650390625,25908.80078125,25881.150390625,25884.80078125,0.0
2025-12-30 09:25:00+05:30,25886.0,25890.400390625,25878.0,25884.55078125,0.0
2025-12-30 09:30:00+05:30,25884.75,25905.349609375,25881.25,25905.349609375,0.0
2025-12-30 09:35:00+05:30,25905.849609375,25925.099609375,25903.599609375,25924.150390625,0.0
2025-12-30 09:40:00+05:30,25923.55078125,25942.5,25917.80078125,25939.75,0.0
2025-12-30 09:45:00+05:30,25939.94921875,25941.80078125,25906.650390625,25908.25,0.0
2025-12-30 09:50:00+05:30,25907.900390625,25938.400390625,25906.30078125,25933.349609375,0.0
2025-12-30 09:55:00+05:30,25933.849609375,25954.69921875,25932.19921875,25935.69921875,0.0
2025-12-30 10:00:00+05:30,25935.55078125,25938.349609375,25923.400390625,25932.349609375,0.0
2025-12-30 10:05:00+05:30,25932.150390625,25932.599609375,25922.099609375,25925.80078125,0.0
2025-12-30 10:10:00+05:30,25925.44921875,25949.25,25924.0,25943.25,0.0
2025-12-30 10:15:00+05:30,25943.75,25957.0,25943.400390625,25955.650390625,0.0
2025-12-30 10:20:00+05:30,25955.400390625,25968.80078125,25955.400390625,25968.69921875,0.0
2025-12-30 10:25:00+05:30,25967.349609375,25970.599609375,25962.599609375,25965.099609375,0.0
2025-12-30 10:30:00+05:30,25965.94921875,25975.80078125,25964.650390625,25973.69921875,0.0
2025-12-30 10:35:00+05:30,25973.0,25974.05078125,25950.900390625,25952.55078125,0.0
2025-12-30 10:40:00+05:30,25953.900390625,25956.349609375,25947.5,25949.30078125,0.0
2025-12-30 10:45:00+05:30,25949.099609375,25949.94921875,25937.150390625,25944.400390625,0.0
2025-12-30 10:50:00+05:30,25943.05078125,25948.75,25928.80078125,25931.349609375,0.0
2025-12-30 10:55:00+05:30,25930.900390625,25932.849609375,25923.849609375,25927.44921875,0.0
2025-12-30 11:00:00+05:30,25927.599609375,25934.80078125,25925.44921875,25926.25,0.0
2025-12-30 11:05:00+05:30,25926.69921875,25933.900390625,25923.650390625,25928.80078125,0.0
2025-12-30 11:10:00+05:30,25928.30078125,25929.30078125,25910.349609375,25921.44921875,0.0
2025-12-30 11:15:00+05:30,25921.69921875,25927.05078125,25918.599609375,25922.44921875,0.0
2025-12-30 11:20:00+05:30,25922.75,25928.05078125,25912.900390625,25917.599609375,0.0
2025-12-30 11:25:00+05:30,25917.900390625,25920.5,25912.400390625,25914.94921875,0.0
2025-12-30 11:30:00+05:30,25915.400390625,25915.400390625,25894.30078125,25896.400390625,0.0
2025-12-30 11:35:00+05:30,25897.599609375,25901.55078125,25892.5,25897.55078125,0.0
2025-12-30 11:40:00+05:30,25898.19921875,25910.19921875,25894.44921875,25907.94921875,0.0
2025-12-30 11:45:00+05:30,25907.94921875,25917.44921875,25906.650390625,25912.099609375,0.0
2025-12-30 11:50:00+05:30,25910.599609375,25913.599609375,25902.400390625,25903.849609375,0.0
2025-12-30 11:55:00+05:30,25903.849609375,25904.25,25892.099609375,25898.80078125,0.0
2025-12-30 12:00:00+05:30,25899.94921875,25903.599609375,25891.650390625,25891.849609375,0.0
2025-12-30 12:05:00+05:30,25892.55078125,25904.849609375,25890.849609375,25901.30078125,0.0
2025-12-30 12:10:00+05:30,25902.44921875,25905.30078125,25883.0,25884.80078125,0.0
2025-12-30 12:15:00+05:30,25885.44921875,25893.80078125,25883.44921875,25890.94921875,0.0
2025-12-30 12:20:00+05:30,25891.69921875,25894.599609375,25885.44921875,25888.900390625,0.0
2025-12-30 12:25:00+05:30,25889.150390625,25895.599609375,25881.80078125,25885.900390625,0.0
2025-12-30 12:30:00+05:30,25886.0,25899.650390625,25884.44921875,25894.30078125,0.0
2025-12-30 12:35:00+05:30,25893.599609375,25903.400390625,25889.5,25900.849609375,0.0
2025-12-30 12:40:00+05:30,25901.30078125,25906.650390625,25897.400390625,25899.75,0.0
2025-12-30 12:45:00+05:30,25900.25,25913.30078125,25894.94921875,25911.599609375,0.0
2025-12-30 12:50:00+05:30,25912.80078125,25913.650390625,25893.900390625,25900.849609375,0.0
2025-12-30 12:55:00+05:30,25900.19921875,25904.349609375,25890.25,25892.19921875,0.0
2025-12-30 13:00:00+05:30,25892.80078125,25896.650390625,25884.94921875,25888.55078125,0.0
2025-12-30 13:05:00+05:30,25889.75,25893.30078125,25884.44921875,25887.400390625,0.0
2025-12-30 13:10:00+05:30,25886.94921875,25894.900390625,25879.900390625,25890.349609375,0.0
2025-12-30 13:15:00+05:30,25891.19921875,25900.25,25887.94921875,25897.599609375,0.0
2025-12-30 13:20:00+05:30,25898.55078125,25901.900390625,25890.19921875,25891.55078125,0.0
2025-12-30 13:25:00+05:30,25891.80078125,25902.900390625,25887.80078125,25898.80078125,0.0
2025-12-30 13:30:00+05:30,25898.55078125,25914.099609375,25898.19921875,25914.099609375,0.0
2025-12-30 13:35:00+05:30,25914.0,25923.30078125,25912.30078125,25918.30078125,0.0
2025-12-30 13:40:00+05:30,25920.150390625,25940.849609375,25917.349609375,25935.349609375,0.0
2025-12-30 13:45:00+05:30,25935.5,25960.349609375,25933.44921875,25954.400390625,0.0
2025-12-30 13:50:00+05:30,25953.349609375,25956.55078125,25934.900390625,25937.75,0.0
2025-12-30 13:55:00+05:30,25938.400390625,25943.44921875,25933.19921875,25938.25,0.0
2025-12-30 14:00:00+05:30,25938.0,25951.30078125,25935.900390625,25944.150390625,0.0
2025-12-30 14:05:00+05:30,25944.349609375,25944.849609375,25932.150390625,25937.650390625,0.0
2025-12-30 14:10:00+05:30,25937.849609375,25946.94921875,25936.099609375,25943.599609375,0.0
2025-12-30 14:15:00+05:30,25942.25,25958.349609375,25941.849609375,25942.900390625,0.0
2025-12-30 14:20:00+05:30,25943.19921875,25947.69921875,25931.75,25937.599609375,0.0
2025-12-30 14:25:00+05:30,25936.650390625,25938.0,25915.849609375,25916.599609375,0.0
2025-12-30 14:30:00+05:30,25916.650390625,25939.69921875,25915.44921875,25937.19921875,0.0
2025-12-30 14:35:00+05:30,25937.400390625,25937.400390625,25922.5,25934.80078125,0.0
2025-12-30 14:40:00+05:30,25934.099609375,25946.349609375,25924.849609375,25942.80078125,0.0
2025-12-30 14:45:00+05:30,25942.599609375,25951.650390625,25930.80078125,25950.25,0.0
2025-12-30 14:50:00+05:30,25951.69921875,25954.849609375,25942.599609375,25946.44921875,0.0
2025-12-30 14:55:00+05:30,25945.69921875,25951.349609375,25933.75,25938.19921875,0.0
